V_NUMBER,AD_CTY_NAME,CASE_ID,CASE_REPCODE,INV_CTY_NAME,INV_CTY_CODE,PRODUCT,INIT_DATE,P_DUMP_DATE,P_INJ_DATE,P_DUMP_DEC,P_INJ_DEC,P_AD_DATE,P_AD_MEASURE,F_DUMP_DATE,F_INJ_DATE,F_DUMP_DEC,F_INJ_DEC,F_AD_DATE,F_AD_MEASURE,REVOKE_DATE,REVOKE_YEAR,WTO_F_AD_MEASURE,WTO_F_MARGIN_MIN,WTO_F_MARGIN_MAX,WTO_CITATION,RELATED_CVD,NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-400,IND-AD-400,Taiwan,TWN,Sodium Cyanide,10/25/2004,.,.,B,B,.,.,10/24/2005,10/24/2005,A,A,12/19/2005,SD,IF,IF,MI,22.00,22.00,G/ADP/N/139/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-401,IND-AD-401,China,CHN,1-Phenyl-3-Methyl-5-Pyrazolone,12/01/2004,.,.,B,B,.,.,11/16/2005,11/16/2005,A,A,01/10/2006,SD,IF,IF,MI,37.00,37.00,G/ADP/N/139/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-402,IND-AD-402,China,CHN,Sodium Formaldehyde Sulphoxylate (SFS),01/28/2005,08/26/2005,08/26/2005,A,A,11/11/2005,SD,01/25/2006,01/25/2006,A,A,03/06/2006,SD,IF,IF,MI,87.66,185.05,G/ADP/N/145/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-403,IND-AD-403,China,CHN,Pentaerythritol,02/04/2005,05/08/2005,05/08/2005,A,A,10/20/2005,DPU,02/02/2006,02/02/2006,A,A,04/20/2006,SD,IF,IF,MI,42.00,80.00,G/ADP/N/145/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-404,IND-AD-403,Sweden,SWE,Pentaerythritol,02/04/2005,05/08/2005,05/08/2005,A,A,10/20/2005,DPU,02/02/2006,02/02/2006,A,A,04/20/2006,SD,06/14/2011,2011,MI,42.00,80.00,G/ADP/N/145/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-405,IND-AD-405,China,CHN,Viscose Filament Yarn,04/07/2005,.,.,B,B,.,.,04/04/2006,04/04/2006,A,A,05/24/2006,DPU ,IF,IF,MI,24.30,74.00,G/ADP/N/145/IND,.,mid-term review was initiated on 05/23/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-406,IND-AD-405,Ukraine,UKR,Viscose Filament Yarn,04/07/2005,.,.,B,B,.,.,04/04/2006,04/04/2006,T,T,.,.,.,.,.,.,.,.,.,imports were found to be negligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-407,IND-AD-407,European Union,EUN,Ethylene-Propylene-Non-Conjugated Diene Rubber (EPDM) ,04/28/2005,.,.,B,B,.,.,06/16/2006,06/16/2006,A,A,07/19/2006,DPU,09/24/2009,2009,MI,40.78,69.54,G/ADP/N/145/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-408,IND-AD-407,USA,USA,Ethylene-Propylene-Non-Conjugated Diene Rubber (EPDM) ,04/28/2005,.,.,B,B,.,.,06/16/2006,06/16/2006,A,A,07/19/2006,DPU,09/24/2009,2009,MI,88.87,88.87,G/ADP/N/145/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-409,IND-AD-407,China,CHN,Ethylene-Propylene-Non-Conjugated Diene Rubber (EPDM) ,04/28/2005,.,.,B,B,.,.,06/16/2006,06/16/2006,A,A,07/19/2006,DPU,09/24/2009,2009,MI,100.58,100.58,G/ADP/N/145/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-410,IND-AD-407,Brazil,BRA,Ethylene-Propylene-Non-Conjugated Diene Rubber (EPDM) ,04/28/2005,.,.,B,B,.,.,06/16/2006,06/16/2006,A,A,07/19/2006,DPU,09/24/2009,2009,MI,66.54,66.54,G/ADP/N/145/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-411,IND-AD-411,China,CHN,Silk Fabrics 20-100 Gms/Meter,05/18/2005,04/27/2006,04/27/2006,A,A,05/31/2006,DPU,11/15/2006,11/15/2006,A,A,12/26/2006,DPU,IF,IF,MI,42.00,77.00,G/ADP/N/153/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-412,IND-AD-412,Indonesia,IDN,Fully Drawn or Fully Oriented Yarn/Spin Draw Yarn/Flat Yarn Of Polyester,06/27/2005,07/03/2006,07/03/2006,A,A,08/21/2006,SD,12/26/2006,12/26/2006,A,A,02/20/2007,SD,08/21/2012,2012,MI,1.29,39.00,G/ADP/N/158/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-413,IND-AD-412,South Korea,KOR,Fully Drawn or Fully Oriented Yarn/Spin Draw Yarn/Flat Yarn Of Polyester,06/27/2005,07/03/2006,07/03/2006,A,A,08/21/2006,SD,12/26/2006,12/26/2006,A,A,02/20/2007,SD/PU,08/21/2012,2012,MI,0.70,73.00,G/ADP/N/158/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-414,IND-AD-412,Malaysia,MYS,Fully Drawn or Fully Oriented Yarn/Spin Draw Yarn/Flat Yarn Of Polyester,06/27/2005,07/03/2006,07/03/2006,A,A,08/21/2006,SD,12/26/2006,12/26/2006,A,A,02/20/2007,SD,08/21/2012,2012,MI,12.38,44.00,G/ADP/N/158/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-415,IND-AD-412,Taiwan,TWN,Fully Drawn or Fully Oriented Yarn/Spin Draw Yarn/Flat Yarn Of Polyester,06/27/2005,07/03/2006,07/03/2006,A,A,08/21/2006,SD,12/26/2006,12/26/2006,A,A,02/20/2007,SD,08/21/2012,2012,MI,2.89,37.00,G/ADP/N/158/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-416,IND-AD-416,China,CHN,Saccharin,07/04/2005,04/01/2006,04/01/2006,A,A,06/06/2006,SD,01/03/2007,01/03/2007,A,A,03/19/2007,SD,IF,IF,MI,26.75,135.53,G/ADP/N/158/IND,.,mid-term review was initiated on 05/07/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-417,IND-AD-417,China,CHN,Nylon Filament Yarn,07/04/2005,02/03/2006,02/03/2006,A,A,03/29/2006,DPU,07/03/2006,07/03/2006,A,A,08/29/2006,SD,IF,IF,MI,83.00,83.00,G/ADP/N/153/IND,.,"if the country of origin is China and the exporter is a firm not from the subject countries in the investigation, the duty is (FINAL) 77.93 Indian rupees per Kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-418,IND-AD-417,Taiwan,TWN,Nylon Filament Yarn,07/04/2005,02/03/2006,02/03/2006,A,A,03/29/2006,DPU,07/03/2006,07/03/2006,A,A,08/29/2006,SD,IF,IF,MI,6.80,8.00,G/ADP/N/153/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-419,IND-AD-417,Malaysia,MYS,Nylon Filament Yarn,07/04/2005,02/03/2006,02/03/2006,A,A,03/29/2006,DPU,07/03/2006,07/03/2006,A,A,08/29/2006,SD,IF,IF,MI,3.90,53.70,G/ADP/N/153/IND,.,mid-term review was initiated on 08/12/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-420,IND-AD-417,Indonesia,IDN,Nylon Filament Yarn,07/04/2005,02/03/2006,02/03/2006,A,A,03/29/2006,DPU,07/03/2006,07/03/2006,A,A,08/29/2006,SD,IF,IF,MI,118.00,118.00,G/ADP/N/153/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-421,IND-AD-417,Thailand,THA,Nylon Filament Yarn,07/04/2005,02/03/2006,02/03/2006,A,A,03/29/2006,DPU,07/03/2006,07/03/2006,A,A,08/29/2006,SD,IF,IF,MI,31.00,59.45,G/ADP/N/153/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-422,IND-AD-417,South Korea,KOR,Nylon Filament Yarn,07/04/2005,02/03/2006,02/03/2006,A,A,03/29/2006,DPU,07/03/2006,07/03/2006,A,A,08/29/2006,SD,IF,IF,MI,49.90,74.00,G/ADP/N/153/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-423,IND-AD-423,China,CHN,Cellophane Transparent Film,09/27/2005,02/03/2006,02/03/2006,A,A,03/30/2006,SD,07/28/2006,07/28/2006,A,A,09/07/2006,SD,IF,IF,MI,380.00,380.00,G/ADP/N/153/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-424,IND-AD-424,China,CHN,Partially Oriented Yarn (POY),12/13/2005,07/04/2006,07/04/2006,A,A,08/02/2006,SD,06/08/2007,06/08/2007,A,A,08/03/2007,SD,IF,IF,MI,63.00,63.00,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-425,IND-AD-425,China,CHN,Bias Tyres for Bus and Lorries/Trucks,12/30/2005,07/31/2006,07/31/2006,A,A,10/09/2006,DPU,06/29/2007,06/29/2007,A,A,07/24/2007,DPU ,IF,IF,MI,233.00,294.00,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-426,IND-AD-425,Thailand,THA,Bias Tyres for Bus and Lorries/Trucks,12/30/2005,07/31/2006,07/31/2006,A,A,10/09/2006,DPU,06/29/2007,06/29/2007,A,A,07/24/2007,DPU ,IF,IF,MI,291.00,291.00,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-427,IND-AD-427,China,CHN,Ductile Iron Pipes (DI Pipes),02/24/2006,.,.,B,B,.,.,08/23/2007,08/23/2007,A,A,09/14/2007,SD,IF,IF,MI,49.11,53.44,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-428,IND-AD-428,Switzerland,CHE,Vitamin A Palmitate,03/23/2006,02/26/2007,02/26/2007,A,A,03/28/2007,SD,09/14/2007,09/14/2007,A,A,10/30/2007,SD,IF,IF,MI,21.00,35.00,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-429,IND-AD-428,China,CHN,Vitamin A Palmitate,03/23/2006,02/26/2007,02/26/2007,A,A,03/28/2007,SD,09/14/2007,09/14/2007,A,A,10/30/2007,SD,IF,IF,MI,48.00,70.00,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-430,IND-AD-430,China,CHN,Compact Discs-Recordable (CD-Rs),04/04/2006,08/28/2006,08/28/2006,A,A,10/06/2006,SD,04/02/2007,04/02/2007,A,A,06/29/2007,SD,10/04/2012,2012,MI,197.00,197.00,G/ADP/N/158/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-431,IND-AD-430,Hong Kong,HKG,Compact Discs-Recordable (CD-Rs),04/04/2006,08/28/2006,08/28/2006,A,A,10/06/2006,SD,04/02/2007,04/02/2007,A,A,06/29/2007,SD,10/04/2012,2012,MI,72.00,72.00,G/ADP/N/158/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-432,IND-AD-430,Singapore,SGP,Compact Discs-Recordable (CD-Rs),04/04/2006,08/28/2006,08/28/2006,A,A,10/06/2006,SD,04/02/2007,04/02/2007,A,A,06/29/2007,SD,10/04/2012,2012,MI,87.00,87.00,G/ADP/N/158/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-433,IND-AD-430,Taiwan,TWN,Compact Discs-Recordable (CD-Rs),04/04/2006,08/28/2006,08/28/2006,A,A,10/06/2006,SD,04/02/2007,04/02/2007,A,A,06/29/2007,SD,10/04/2012,2012,MI,79.00,79.00,G/ADP/N/158/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-434,IND-AD-434,China,CHN,Steel Wheels,05/31/2006,01/12/2007,01/12/2007,A,A,03/29/2007,SD,11/28/2007,11/28/2007,A,A,12/31/2007,SD,IF,IF,MI,56.33,73.48,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-435,IND-AD-435,Taiwan,TWN,Poly Vinyl Chloride (PVC) - Suspension Grade,06/28/2006,.,.,B,B,.,.,12/26/2007,12/26/2007,A,A,01/23/2008,SD,IF,IF,MI,1.53,9.28,G/ADP/N/173/IND,.,"if the country of origin is not a subject country and the exporter is a firm from a subject country in the investigation, the duty is 2702 Rs per MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-436,IND-AD-435,China,CHN,Poly Vinyl Chloride (PVC) - Suspension Grade,06/28/2006,.,.,B,B,.,.,12/26/2007,12/26/2007,A,A,01/23/2008,SD,IF,IF,MI,13.54,18.14,G/ADP/N/173/IND,.,"if the country of origin is not a subject country and the exporter is a firm from a subject country in the investigation, the duty is 2702 Rs per MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-437,IND-AD-435,Indonesia,IDN,Poly Vinyl Chloride (PVC) - Suspension Grade,06/28/2006,.,.,B,B,.,.,12/26/2007,12/26/2007,A,A,01/23/2008,SD,IF,IF,MI,7.99,16.10,G/ADP/N/173/IND,.,"if the country of origin is not a subject country and the exporter is a firm from a subject country in the investigation, the duty is 2702 Rs per MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-438,IND-AD-435,Japan,JPN,Poly Vinyl Chloride (PVC) - Suspension Grade,06/28/2006,.,.,B,B,.,.,12/26/2007,12/26/2007,A,A,01/23/2008,SD,IF,IF,MI,8.88,12.82,G/ADP/N/173/IND,.,"if the country of origin is not a subject country and the exporter is a firm from a subject country in the investigation, the duty is 2702 Rs per MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-439,IND-AD-435,South Korea,KOR,Poly Vinyl Chloride (PVC) - Suspension Grade,06/28/2006,.,.,B,B,.,.,12/26/2007,12/26/2007,A,A,01/23/2008,SD,IF,IF,MI,0.03,8.37,G/ADP/N/173/IND,.,"if the country of origin is not a subject country and the exporter is a firm from a subject country in the investigation, the duty is 2702 Rs per MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-440,IND-AD-435,Malaysia,MYS,Poly Vinyl Chloride (PVC) - Suspension Grade,06/28/2006,.,.,B,B,.,.,12/26/2007,12/26/2007,A,A,01/23/2008,SD,IF,IF,MI,12.47,12.47,G/ADP/N/173/IND,.,"if the country of origin is not a subject country and the exporter is a firm from a subject country in the investigation, the duty is 2702 Rs per MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-441,IND-AD-435,Thailand,THA,Poly Vinyl Chloride (PVC) - Suspension Grade,06/28/2006,.,.,B,B,.,.,12/26/2007,12/26/2007,A,A,01/23/2008,SD,IF,IF,MI,9.20,11.31,G/ADP/N/173/IND,.,"if the country of origin is not a subject country and the exporter is a firm from a subject country in the investigation, the duty is 2702 Rs per MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-442,IND-AD-435,USA,USA,Poly Vinyl Chloride (PVC) - Suspension Grade,06/28/2006,.,.,B,B,.,.,12/26/2007,12/26/2007,A,A,01/23/2008,SD,IF,IF,MI,12.49,12.49,G/ADP/N/173/IND,.,"if the country of origin is not a subject country and the exporter is a firm from a subject country in the investigation, the duty is 2702 Rs per MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-443,IND-AD-443,Taiwan,TWN,Nonyl Phenol,06/29/2006,.,.,B,B,.,.,06/25/2007,06/25/2007,A,A,08/22/2007,SD,IF,IF,MI,14.00,14.00,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-444,IND-AD-444,China,CHN,Phosphoric Acid - Technical Grade and Food Grade,07/04/2006,08/22/2007,08/22/2007,A,A,09/14/2007,SD,01/03/2008,01/03/2008,A,A,02/19/2008,SD,IF,IF,MI,43.14,55.42,G/ADP/N/173/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-445,IND-AD-445,China,CHN,Peroxosulphates (aka Persulphates) ,07/28/2006,02/23/2007,02/23/2007,A,A,03/19/2007,SD,07/20/2007,07/20/2007,A,A,08/29/2007,SD,IF,IF,MI,131.00,131.00,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-446,IND-AD-445,Japan,JPN,Peroxosulphates (aka Persulphates) ,07/28/2006,02/23/2007,02/23/2007,A,A,03/19/2007,SD,07/20/2007,07/20/2007,A,A,08/29/2007,SD,IF,IF,MI,141.00,141.00,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-447,IND-AD-447,China,CHN,Presensitised Positive Offset Aluminum Plates ,08/24/2006,.,.,B,B,.,.,08/23/2007,08/23/2007,A,A,09/25/2007,DPU ,IF,IF,MI,53.69,53.69,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-448,IND-AD-447,Bulgaria,BGR,Presensitised Positive Offset Aluminum Plates ,08/24/2006,.,.,B,B,.,.,08/23/2007,08/23/2007,A,A,09/25/2007,DPU ,09/26/2012,2012,MI,37.00,67.00,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-449,IND-AD-447,Malaysia,MYS,Presensitised Positive Offset Aluminum Plates ,08/24/2006,.,.,B,B,.,.,08/23/2007,08/23/2007,A,A,09/25/2007,DPU ,09/26/2012,2012,MI,36.74,36.74,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-450,IND-AD-447,Singapore,SGP,Presensitised Positive Offset Aluminum Plates ,08/24/2006,.,.,B,B,.,.,08/23/2007,08/23/2007,A,A,09/25/2007,DPU ,09/26/2012,2012,MI,24.22,24.22,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-451,IND-AD-447,South Korea,KOR,Presensitised Positive Offset Aluminum Plates ,08/24/2006,.,.,B,B,.,.,08/23/2007,08/23/2007,A,A,09/25/2007,DPU ,09/26/2012,2012,MI,58.47,58.47,G/ADP/N/166/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-452,IND-AD-452,European Union,EUN,Acetone,09/07/2006,04/25/2007,04/25/2007,A,A,06/19/2007,SD,01/04/2008,01/04/2008,A,A,03/11/2008,SD,IF,IF,MI,86.83,86.83,G/ADP/N/173/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-453,IND-AD-452,Taiwan,TWN,Acetone,09/07/2006,04/25/2007,04/25/2007,A,A,06/19/2007,SD,01/04/2008,01/04/2008,A,A,03/11/2008,SD,IF,IF,MI,13.84,38.78,G/ADP/N/173/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-454,IND-AD-452,Singapore,SGP,Acetone,09/07/2006,04/25/2007,04/25/2007,A,A,06/19/2007,SD,01/04/2008,01/04/2008,A,A,03/11/2008,SD,IF,IF,MI,47.84,65.38,G/ADP/N/173/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-455,IND-AD-452,South Africa,ZAF,Acetone,09/07/2006,04/25/2007,04/25/2007,A,A,06/19/2007,SD,01/04/2008,01/04/2008,A,A,03/11/2008,SD,IF,IF,MI,24.50,35.68,G/ADP/N/173/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-456,IND-AD-452,USA,USA,Acetone,09/07/2006,04/25/2007,04/25/2007,A,A,06/19/2007,SD,01/04/2008,01/04/2008,A,A,03/11/2008,SD,IF,IF,MI,80.57,80.57,G/ADP/N/173/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-457,IND-AD-457,USA,USA,Phenol ,01/11/2007,08/29/2007,08/29/2007,A,A,09/19/2007,SD,01/07/2008,01/07/2008,A,A,03/03/2008,SD,02/29/2012,2012,MI,33.45,33.45,G/ADP/N/173/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-458,IND-AD-457,South Korea,KOR,Phenol ,01/11/2007,08/29/2007,08/29/2007,A,A,09/19/2007,SD,01/07/2008,01/07/2008,A,A,03/03/2008,SD,02/29/2012,2012,MI,27.28,27.28,G/ADP/N/173/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-459,IND-AD-457,Taiwan,TWN,Phenol ,01/11/2007,08/29/2007,08/29/2007,A,A,09/19/2007,SD,01/07/2008,01/07/2008,A,A,03/03/2008,SD,02/29/2012,2012,MI,21.20,21.20,G/ADP/N/173/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-460,IND-AD-460,South Korea,KOR,Acetone,02/12/2007,.,.,B,B,.,.,05/09/2008,05/09/2008,A,A,06/10/2008,SD,IF,IF,MI,32.77,32.77,G/ADP/N/173/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-461,IND-AD-460,Russia,RUS,Acetone,02/12/2007,.,.,W,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-462,IND-AD-462,China,CHN,Maleic Anhydride (MAN),02/23/2007,.,.,B,B,.,.,08/22/2008,08/22/2008,A,A,09/18/2008,SD,11/01/2010,2010,MI,35.00,69.00,G/ADP/N/180/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-463,IND-AD-462,Indonesia,IDN,Maleic Anhydride (MAN),02/23/2007,.,.,B,B,.,.,08/22/2008,08/22/2008,A,A,09/18/2008,SD,11/01/2010,2010,MI,21.00,40.00,G/ADP/N/180/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-464,IND-AD-462,Taiwan,TWN,Maleic Anhydride (MAN),02/23/2007,.,.,B,B,.,.,08/22/2008,08/22/2008,A,A,09/18/2008,SD,11/01/2010,2010,MI,15.00,20.00,G/ADP/N/180/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-465,IND-AD-465,China,CHN,Ceftriaxone Sodium Sterile,04/04/2007,11/07/2007,11/07/2007,A,A,11/30/2007,SD,07/02/2008,07/02/2008,A,A,08/27/2008,SD,IF,IF,MI,58.00,103.00,G/ADP/N/180/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-466,IND-AD-466,China,CHN,Vitamin B12 and its derivatives,04/18/2007,.,.,W,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-467,IND-AD-466,Hong Kong,HKG,Vitamin B12 and its derivatives,04/18/2007,.,.,W,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-468,IND-AD-466,Japan,JPN,Vitamin B12 and its derivatives,04/18/2007,.,.,W,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-469,IND-AD-469,China,CHN,Diclofenac Sodium,06/04/2007,01/28/2008,01/28/2008,A,A,04/10/2008,SD,05/29/2008,05/29/2008,A,A,07/30/2008,SD,IF,IF,MI,70.00,75.00,G/ADP/N/180/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-470,IND-AD-470,China,CHN,Sulphur Black,06/26/2007,03/10/2008,03/10/2008,A,A,04/11/2008,SD,09/24/2008,09/24/2008,A,A,12/03/2008,AVD,IF,IF,MI,52.00,149.00,G/ADP/N/180/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-471,IND-AD-471,China,CHN,Rubber Chemicals (MBT/CBS/TDQ/PVI/TMT/PX-13 (6PPD)),07/06/2007,02/28/2008,02/28/2008,A,A,05/05/2008,SD,10/01/2008,10/01/2008,A,A,12/12/2008,SD,IF,IF,MI,5.00,97.00,G/ADP/N/180/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-472,IND-AD-471,South Korea,KOR,Rubber Chemicals (PX-13 (6PPD)),07/06/2007,02/28/2008,02/28/2008,A,A,05/05/2008,SD,10/01/2008,10/01/2008,A,A,12/12/2008,SD,IF,IF,MI,4.00,11.00,G/ADP/N/180/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-473,IND-AD-473,China,CHN,Hydrogen Peroxide,07/20/2007,.,.,B,B,.,.,07/18/2008,07/18/2008,A,A,09/04/2008,DPU ,IF,IF,MI,37.00,37.00,G/ADP/N/180/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
