V_NUMBER,AD_CTY_NAME,CASE_ID,CASE_REPCODE,INV_CTY_NAME,INV_CTY_CODE,PRODUCT,INIT_DATE,P_DUMP_DATE,P_INJ_DATE,P_DUMP_DEC,P_INJ_DEC,P_AD_DATE,P_AD_MEASURE,F_DUMP_DATE,F_INJ_DATE,F_DUMP_DEC,F_INJ_DEC,F_AD_DATE,F_AD_MEASURE,REVOKE_DATE,REVOKE_YEAR,WTO_F_AD_MEASURE,WTO_F_MARGIN_MIN,WTO_F_MARGIN_MAX,WTO_CITATION,CASE_ITA,CASE_ITC,RELATED_CVD,ITC_REPCODE,INIT_DATE_ITA,INIT_DATE_ITC,TERM_DATE,P_AD_DUTY,F_AD_DUTY,INIT_ITA_GP,INIT_ITC_GP,P_DUMP_GP,P_INJ_GP,F_DUMP_GP,F_INJ_GP,F_AD_MEASURE_GP,TERM_GP,REVOKE_GP,SUSP_GP,NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-683,USA-AD-683,China,CHN,Fresh Garlic,01/28/1994,07/11/1994,03/23/1994,A,A,07/11/1994,AVD,09/26/1994,11/16/1994,A,A,11/16/1994,AVD,IF,IF,AVD,376.67,376.67,G/ADP/N/2/USA,A-570-831   ,731-TA-683,.,731-TA-683,01/28/1994,02/09/1994,.,376.67,376.67,59 / 9470,59/ 6043,59/ 35310,59/ 13743,59/ 49058,59/ 59247,59/ 59209,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-684,USA-AD-684,Colombia,COL,Fresh-Cut Roses,02/24/1994,09/20/1994,04/06/1994,A,A,09/20/1994,AVD,02/06/1995,03/17/1995,A,N,.,.,.,.,.,.,.,., A-301-801 ,731-TA-684,.,731-TA-684,03/14/1994,02/24/1994,.,33.87,.,59 / 11771,59/ 9000,59/ 48284,59/ 16241,60/ 6980,60/ 14448,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-685,USA-AD-684,Ecuador,ECU,Fresh-Cut Roses,02/24/1994,09/20/1994,04/06/1994,A,A,09/20/1994,AVD,02/06/1995,03/17/1995,A,N,.,.,.,.,.,.,.,., A-331-801 ,731-TA-685,.,731-TA-684,03/14/1994,02/24/1994,.,49.76,.,59 / 11771,59/ 9000,59/ 48293,59/ 16241,60/ 7019,60/ 14448,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-686,USA-AD-686,Belgium,BEL,Carbon Steel Wire Rod,02/22/1994,06/13/1994,06/13/1994,A,A,06/13/1994,AVD,.,07/07/1994,T,W,.,.,.,.,.,.,.,.,A-423-807,731-TA-686,.,731-TA-686,03/14/1994,02/22/1994,08/02/1994,52.32,.,59 / 11773,59/ 8483,59/30337,59/ 30337,.,59/ 34864,.,59/ 39324,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-687,USA-AD-686,Germany,DEU,Carbon Steel Wire Rod,02/22/1994,.,04/08/1994,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-428-819,731-TA-687,USA-CVD-427,731-TA-686,03/14/1994,02/22/1994,.,.,.,59 / 11773,59/ 8483,.,59/ 16839,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-688,USA-AD-688,France,FRA,Certain Carbon Steel Butt-Weld Pipe Fittings,03/10/1994,10/04/1994,04/20/1994,A,A,10/04/1994,AVD,02/27/1995,04/12/1995,A,N,.,.,.,.,.,.,.,.,A-427-813,731-TA-688,.,731-TA-688,03/25/1994,03/10/1994,.,12.04,.,59 / 14148,59/ 11307,59/50564,59/18825,60/10538,60/18611,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-689,USA-AD-688,India,IND,Certain Carbon Steel Butt-Weld Pipe Fittings,03/10/1994,10/04/1994,04/20/1994,A,A,10/04/1994,AVD,02/27/1995,04/12/1995,A,N,.,.,.,.,.,.,.,.,A-533-811,731-TA-689,USA-CVD-428,731-TA-688,03/25/1994,03/10/1994,.,15.85,.,59 / 14148,59/ 11307,59/50562,59/18825,60/10545,60/18611,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-690,USA-AD-688,Israel,ISR,Certain Carbon Steel Butt-Weld Pipe Fittings,03/10/1994,10/04/1994,04/20/1994,A,A,10/04/1994,AVD,02/27/1995,04/12/1995,A,N,.,.,.,.,.,.,.,.,A-508-807,731-TA-690,USA-CVD-429,731-TA-688,03/25/1994,03/10/1994,.,7.33,.,59 / 14148,59/ 11307,59/50566,59/18825,60/10542,60/18611,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-691,USA-AD-688,Malaysia,MYS,Certain Carbon Steel Butt-Weld Pipe Fittings,03/10/1994,10/04/1994,04/20/1994,A,A,10/04/1994,AVD,02/27/1995,04/12/1995,A,N,.,.,.,.,.,.,.,.,A-557-808,731-TA-691,.,731-TA-688,03/25/1994,03/10/1994,.,194.70,.,59 / 14148,59/ 11307,59/50560,59/18825,60/10550,60/18611,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-692,USA-AD-688,South Korea,KOR,Certain Carbon Steel Butt-Weld Pipe Fittings,03/10/1994,10/04/1994,04/20/1994,A,A,10/04/1994,AVD,02/27/1995,04/12/1995,A,N,.,.,.,.,.,.,.,.,A-580-824,731-TA-692,.,731-TA-688,03/25/1994,03/10/1994,.,207.89,.,59 / 14148,59/ 11307,59/50574,59/18825,60/10551,60/18611,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-693,USA-AD-688,Thailand,THA,Certain Carbon Steel Butt-Weld Pipe Fittings,03/10/1994,10/04/1994,04/20/1994,A,A,.,.,02/27/1995,04/12/1995,A,N,.,.,.,.,.,.,.,.,A-549-809,731-TA-693,.,731-TA-688,03/25/1994,03/10/1994,.,.,.,59 / 14148,59/ 11307,59/50568,59/18825,60/10552,60/18611,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-694,USA-AD-688,United Kingdom,GBR,Certain Carbon Steel Butt-Weld Pipe Fittings,03/10/1994,10/04/1994,04/20/1994,A,A,10/04/1994,AVD,02/27/1995,04/12/1995,A,N,.,.,.,.,.,.,.,.,A-412-816,731-TA-694,.,731-TA-688,03/25/1994,03/10/1994,.,75.38,.,59 / 14148,59/ 11307,59/50571,59/18825,60/10558,60/18611,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-695,USA-AD-688,Venezuela,VEN,Carbon Steel Butt-Weld Pipe Fittings,03/10/1994,10/04/1994,04/20/1994,A,A,10/04/1994,AVD,02/27/1995,04/12/1995,A,N,.,.,.,.,.,.,.,.,A-307-812,731-TA-695,.,731-TA-688,03/25/1994,03/10/1994,.,595.66,.,59 / 14148,59/ 11307,59/ 50561,59/ 18825,60/ 10542,60/ 18611,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-696a,USA-AD-696a,China,CHN,Pure Magnesium,04/12/1994,11/07/1994,05/26/1994,A,A,11/07/1994,AVD,03/30/1995,05/17/1995,A,A,05/12/1995,AVD,IF,IF,AVD,79.38,108.26,G/ADP/N/4/USA,A-570-832,731-TA-696a,.,731-TA-696,04/26/1994,04/12/1994,.,108.26,108.26,59 / 21748,59/ 17399,59/ 55424,59/ 27297,60/ 16437,60/ 26456,60/ 25691,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-696b,USA-AD-696b,China,CHN,Alloy Magnesium,04/12/1994,11/07/1994,05/26/1994,A,A,11/07/1994,AVD,03/30/1995,05/17/1995,A,N,.,.,.,.,.,.,.,., A-570-833   ,731-TA-696b,.,731-TA-696,04/26/1994,04/12/1994,.,79.38,79.38,59 / 21748,59/ 17399,59/ 55424,59/ 27297,60/ 16437,60/ 26456,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-697a,USA-AD-696a,Russia,RUS,Pure Magnesium,04/12/1994,11/07/1994,05/26/1994,A,A,11/07/1994,AVD,03/30/1995,05/17/1995,A,A,05/12/1995,AVD,07/07/2000,2000,AVD,0.00,100.25,G/ADP/N/4/USA,A-821-805,731-TA-697a,.,731-TA-696,04/26/1994,04/12/1994,.,60.43,100.25,59 / 21748,59/ 17399,59/ 55427,59/ 27297,60/ 16440,60/ 26456,60/ 25691,.,65/ 41944,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-697b,USA-AD-696b,Russia,RUS,Alloy Magnesium,04/12/1994,11/07/1994,05/26/1994,A,A,11/07/1994,AVD,03/30/1995,05/17/1995,A,N,.,AVD,MI,MI,AVD,MI,MI,MI,A-821-806 ,731-TA-697b,.,731-TA-696,04/26/1994,04/12/1994,.,107.89,153.65,59 / 21748,59/ 17399,59/ 55427,59/ 27297,60/ 16440,60/ 26456,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-698,USA-AD-696a USA-AD-696b,Ukraine,UKR,Pure and Alloy Magnesium,04/12/1994,11/07/1994,05/26/1994,A,A,11/07/1994,AVD,03/30/1995,05/17/1995,A,A,05/12/1995,AVD,08/24/1999,1999,AVD,79.87,104.27,G/ADP/N/4/USA,A-823-806 ,731-TA-698,.,731-TA-696,04/26/1994,04/12/1994,.,53,104.27,59 / 21748,59/ 17399,59/ 55420,59/ 27297,60/ 16432,60/ 26456,60/ 25691,.,64/ 46182,.,alloy was removed from the investigation by the time of the prelim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-699,USA-AD-699,Japan,JPN,Stainless Steel Angles,04/14/1994,11/10/1994,06/02/1994,A,A,11/10/1994,AVD,03/31/1995,05/17/1995,A,N,.,.,.,.,.,.,.,.,A-588-834,731-TA-699,.,731-TA-699,05/04/1994,04/14/1994,.,14.92,.,59 / 23052,59/ 17790,59/ 56053,59/ 28561,60/ 16608,60/ 26457,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-700,USA-AD-700,China,CHN,Disposable Lighters,05/16/1994,12/13/1994,06/29/1994,A,A,12/13/1994,AVD,05/05/1995,06/21/1995,A,N,.,.,.,.,.,.,.,., A-570-834 ,731-TA-700,.,731-TA-700,06/07/1994,05/16/1994,.,197.85,.,59 / 29412,59/ 25502,59/ 64191,59/ 33542,60/ 22359,60/ 32338,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-701,USA-AD-700,Thailand,THA,Disposable Lighters,05/16/1994,10/24/1994,06/29/1994,A,A,10/24/1994,AVD,03/16/1995,04/28/1995,A,N,.,.,.,.,.,.,.,., A-549-810 ,731-TA-701,USA-CVD-430,731-TA-700,06/07/1994,05/16/1994,.,14.74,.,59 / 29412,59/ 25502,59/ 53414,59/ 33542,60/ 14263,60/ 21007,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-702,USA-AD-702,Russia,RUS,Ferrovanadium and Nitrided Vanadium,06/08/1994,01/04/1995,07/27/1994,A,A,01/04/1995,AVD,05/26/1995,07/12/1995,A,A,07/10/1995,AVD,09/06/2012,2012,AVD,3.75,108.00,G/ADP/N/4/USA,A-821-807,731-TA-702,.,731-TA-702,06/27/1994,06/08/1994,.,68.17,108.00,59 / 32952,59/ 29617,60/ 438,59/ 38201,60/ 27957,60/ 35923,60/ 35550,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-703,USA-AD-703,China,CHN,Furfuryl Alcohol,06/08/1994,12/16/1994,07/27/1994,A,A,12/16/1994,AVD,05/08/1995,06/21/1995,A,A,06/21/1995,AVD,IF,IF,AVD,43.54,50.43,G/ADP/N/4/USA,A-570-835 ,731-TA-703,.,731-TA-703,06/27/1994,06/08/1994,.,91.82,45.27,59 / 32953,59/ 29618,59/ 65009,59/ 38201,60/ 22544,60/ 32339,60/ 32302,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-704,USA-AD-703,South Africa,ZAF,Furfuryl Alcohol,06/08/1994,12/16/1994,07/27/1994,A,A,12/16/1994,AVD,05/08/1995,06/21/1995,A,A,06/21/1995,AVD,07/12/1999,1999,AVD,11.55,11.55,G/ADP/N/4/USA, A-791-802   ,731-TA-704,.,731-TA-703,06/27/1994,06/08/1994,.,10.84,11.55,59 / 32953,59/ 29618,59/ 65012,59/ 38201,60/ 22550,60/ 32339,60/ 32302,.,64/ 37500,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-705,USA-AD-703,Thailand,THA,Furfuryl Alcohol,06/08/1994,12/16/1994,07/27/1994,N,A,.,.,05/08/1995,07/26/1995,A,A,07/25/1995,AVD,03/05/2007,2007,AVD,7.82,7.82,G/ADP/N/9/USA, A-549-812  ,731-TA-705,.,731-TA-703,06/27/1994,06/08/1994,.,.,7.82,59 / 32953,59/ 29618,59/ 65014,59/ 38201,60/ 22557,60/ 38366,60/ 38035,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-706,USA-AD-706,Thailand,THA,Canned Pineapple,06/16/1994,01/11/1995,08/03/1994,A,A,01/11/1995,AVD,06/05/1995,07/19/1995,A,A,07/18/1995,AVD,10/31/2007,2007,AVD,2.36,55.77,G/ADP/N/4/USA, A-549-813 ,731-TA-706,.,731-TA-706,07/05/1994,06/16/1994,.,6.73,24.64,59 / 34408,59/ 30951,60/ 2734,59/ 39574,60/ 29553,60/ 37073,60/ 36775,.,.,.,"revoked for Dole, Kuiburi, and Tipco/Tipco Foods in 69 fr 50164 on 8/13/04, for sfp in 67 fr 76718 on 12/13/02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-707,USA-AD-707,Argentina,ARG,Small Diameter Circular Seamless Carbon and Alloy Steel Standard Line and Pressure Pipe,06/30/1994,01/27/1995,08/17/1994,N,A,01/27/1995,AVD,06/19/1995,09/13/1995,A,A,08/03/1995,AVD,07/16/2006,2006,AVD,108.13,108.13,G/ADP/N/4/USA,A-357-809,731-TA-707,.,731-TA-707,07/20/1994,06/30/1994,.,108.13,108.13,59 / 37025,59/ 33780,60/ 5348,59/ 42286,60/ 31953,60/ 47590,60/ 39708,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-708,USA-AD-707,Brazil,BRA,Small Diameter Circular Seamless Carbon and Alloy Steel Standard Line and Pressure Pipe,06/30/1994,01/27/1995,08/17/1994,A,A,01/27/1995,AVD,06/19/1995,09/13/1995,A,A,08/03/1995,AVD,07/16/2006,2006,AVD,124.94,124.94,G/ADP/N/9/USA,A-351-826,731-TA-708,.,731-TA-707,07/20/1994,06/30/1994,.,12.83,124.94,59 / 37025,59/ 33780,60/ 5351,59/ 42286,60/ 31960,60/ 47590,60/ 39707,.,.,.,revoked for some glass-lined pipe in 63 fr 37338 on 7/10/98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-709,USA-AD-707,Germany,DEU,Small Diameter Circular Seamless Carbon and Alloy Steel Standard Line and Pressure Pipe,06/30/1994,01/27/1995,08/17/1994,A,A,01/27/1995,AVD,06/19/1995,09/13/1995,A,A,08/03/1995,AVD,IF,IF,AVD,57.72,57.72,G/ADP/N/9/USA,A-428-820,731-TA-709,.,731-TA-707,07/20/1994,06/30/1994,.,2.68,57.72,59 / 37025,59/ 33780,60/ 5355,59/ 42286,60/ 31974,60/ 47590,60/ 39704,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-710,USA-AD-707,Italy,ITA,Small Diameter Circular Seamless Carbon and Alloy Steel Standard Line and Pressure Pipe,06/30/1994,01/27/1995,08/17/1994,N,A,.,.,06/19/1995,09/13/1995,A,A,08/03/1995,AVD,08/08/2000,2000,AVD,1.84,1.84,G/ADP/N/4/USA,A-475-814,731-TA-710,USA-CVD-431,731-TA-707,07/20/1994,06/30/1994,.,.,1.84,59 / 37025,59/ 33780,60/ 5358,59/ 42286,60/ 31981,60/ 47590,60/ 39705,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-711,USA-AD-711,Argentina,ARG,Oil Country Tubular Goods,07/07/1994,02/02/1995,08/24/1994,A,A,02/02/1995,AVD,06/28/1995,08/10/1995,A,A,08/11/1995,AVD,07/25/2006,2006,AVD,1.36,1.36,G/ADP/N/4/USA,A-357-810,731-TA-711,.,731-TA-711,07/26/1994,07/07/1994,.,0.61,1.36,59 / 37962,59/ 34864,60/ 6503,59/ 43591,60/ 33539,60/ 40855,60/ 41055,.,.,.,revoked for drill pipe 66 fr 38630 on 7/25/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-712,USA-AD-711,Austria,AUT,Oil Country Tubular Goods,07/07/1994,02/02/1995,08/24/1994,A,A,02/02/1995,AVD,06/28/1995,08/10/1995,A,N,.,.,.,.,.,.,.,.,A-433-805,731-TA-712,USA-CVD-432,731-TA-711,07/26/1994,07/07/1994,.,36.73,.,59 / 37962,59/ 34864,60/6512,59/ 43591,60/ 33551,60/ 40855,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-713,USA-AD-711,Italy,ITA,Oil Country Tubular Goods,07/07/1994,02/02/1995,08/24/1994,A,A,02/02/1995,AVD,06/28/1995,08/10/1995,A,P,08/11/1995,AVD,07/25/2006,2006,AVD,49.78,49.78,G/ADP/N/4/USA,A-475-816,731-TA-713,USA-CVD-433,731-TA-711,07/26/1994,07/07/1994,.,49.78,49.78 (not Drill Pipe),59 / 37962,59/ 34864,60/ 6515,59/ 43591,60/ 33558,60/ 40855,60/ 41055,.,66/ 36999,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-714,USA-AD-711,Japan,JPN,Oil Country Tubular Goods,07/07/1994,02/02/1995,08/24/1994,A,A,02/02/1995,AVD,06/28/1995,08/10/1995,A,A,08/11/1995,AVD,07/25/2006,2006,AVD,44.20,44.20,G/ADP/N/4/USA,A-588-835,731-TA-714,.,731-TA-711,07/26/1994,07/07/1994,.,44.20,44.20,59 / 37962,59/ 34864,60/ 6506,59/ 43591,60/ 33560,60/ 40855,60/ 41055,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-715,USA-AD-711,South Korea,KOR,Oil Country Tubular Goods,07/07/1994,02/02/1995,08/24/1994,A,A,02/02/1995,AVD,06/28/1995,08/10/1995,A,P,08/11/1995,AVD,07/25/2006,2006,AVD,0.00,12.17,G/ADP/N/4/USA,A-580-825,731-TA-715,.,731-TA-711,07/26/1994,07/07/1994,.,12.17,12.17 (not Drill Pipe),59 / 37962,59/ 34864,60/ 6507,59/ 43591,60/ 33561,60/ 40855,60/ 41055,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-716,USA-AD-711,Mexico,MEX,Oil Country Tubular Goods,07/07/1994,02/02/1995,08/24/1994,N,A,.,.,06/28/1995,08/10/1995,A,A,08/11/1995,AVD,07/25/2006,2006,AVD,23.79,23.79,G/ADP/N/4/USA,A-201-817,731-TA-716,.,731-TA-711,07/26/1994,07/07/1994,.,.,23.79,59 / 37962,59/ 34864,60/ 6510,59/ 43591,60/ 33567,60/ 40855,60/ 41055,.,.,.,revoked for drill pipe 66 fr 38630 on 7/25/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-717,USA-AD-711,Spain,ESP,Oil Country Tubular Goods,07/07/1994,02/02/1995,08/24/1994,A,A,02/02/1995,AVD,06/28/1995,08/10/1995,A,N,.,.,.,.,.,.,.,.,A-469-806,731-TA-717,.,731-TA-711,07/26/1994,07/07/1994,.,49.78,.,59 / 37962,59/ 34864,60/6516,59/ 43591,60/ 33575,60/ 40855,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-718,USA-AD-718,China,CHN,Glycine,07/08/1994,11/16/1994,08/24/1994,A,A,11/16/1994,AVD,01/30/1995,03/21/1995,A,A,03/29/1995,AVD,IF,IF,AVD,155.89,155.89,G/ADP/N/4/USA,A-570-836 ,731-TA-718,.,731-TA-718,07/28/1994,07/08/1994,.,155.89,155.89,59 / 38435,59/ 35137,59/ 59211,59/ 43591,60/ 5620-5622,60/ 14962,60/ 16116,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-719,USA-AD-719,Mexico,MEX,Carbon Steel Pipe Nipples,09/08/1994,.,10/28/1994,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-201-818,731-TA-719,.,731-TA-719,09/26/1994,09/08/1994,.,.,.,59 / 49057,59/ 46446,.,59/ 54209,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-720,USA-AD-720,China,CHN,Wheel Inserts,09/22/1994,.,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,., A-570-837  ,731-TA-720,.,731-TA-720,.,09/22/1994,10/13/1994,.,.,.,59/ 48639,.,.,.,.,.,59/ 51996,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-721,USA-AD-720,Taiwan,TWN,Wheel Inserts,09/22/1994,.,11/09/1994,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,., A-583-823  ,731-TA-721,.,731-TA-720,.,09/22/1994,.,.,.,.,59/ 48639,.,59/ 55856,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-722,USA-AD-722,China,CHN,Honey,10/13/1994,03/20/1995,11/25/1994,A,A,03/20/1995,AVD,08/16/1995,.,OTH,OTH,08/11/1995,SA,08/16/2000,2000,SA,MI,MI,MI, A-570-838,731-TA-722,.,731-TA-722,11/30/1994,10/13/1994,.,157.16,.,59 / 54434,59/ 51996,60/ 14725,59/ 60655,60/ 42521,.,.,.,.,60/ 41113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-723,USA-AD-723,China,CHN,Drawer Slides,11/09/1994,06/05/1995,12/21/1994,A,A,06/05/1995,AVD,10/24/1995,.,A,W,.,.,.,.,.,.,.,., A-570-839 ,731-TA-723,.,731-TA-723,11/28/1994,11/09/1994,10/26/1995,55.69,.,59 / 60773,59/ 55852,60/ 29571,59/ 65787,60/ 54472,.,.,60/ 54882,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-724,USA-AD-724,China,CHN,Manganese Metal,11/17/1994,06/14/1995,01/03/1995,A,A,06/14/1995,AVD,11/06/1995,01/19/1996,A,A,02/06/1996,AVD,04/02/2001,2001,AVD,0.97,143.20,G/ADP/N/16/USA, A-570-840  ,731-TA-724,.,731-TA-724,12/02/1994,11/17/1994,.,148.82,143.32,59 / 61869,59/ 59419,60/ 31282,60/ 146,60/ 56045,61/ 1403,61/ 4415,.,66/ 17524,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-725,USA-AD-725,China,CHN,Manganese Sulfate,12/08/1994,05/16/1995,01/25/1995,A,A,05/16/1995,AVD,10/05/1995,11/14/1995,A,N,.,.,.,.,.,.,.,., A-570-841  ,731-TA-725,.,731-TA-725,12/28/1994,12/08/1994,.,212.31,.,59 / 66908,59/ 63379,60/ 26021,60/ 4923,60/ 52155,60/ 57248,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-726,USA-AD-726,China,CHN,Polyvinyl Alcohol ,03/17/1995,10/10/1995,05/03/1995,A,A,10/10/1995,AVD,03/29/1996,05/15/1996,A,A,05/14/1996,AVD,05/03/2001,2001,AVD,0.00,116.75,G/ADP/N/16/USA, A-570-842 ,731-TA-726,.,731-TA-726,04/04/1995,03/17/1995,.,176.1,116.75,60 / 17053,60/ 14448,60/ 52647,60/ 21829,61/ 14057,61/ 24511,61/ 24286,.,66/ 22145,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-727,USA-AD-726,Japan,JPN,Polyvinyl Alcohol ,03/17/1995,10/10/1995,05/03/1995,A,A,10/10/1995,AVD,03/29/1996,05/15/1996,A,A,05/14/1996,AVD,05/03/2001,2001,AVD,77.49,77.49,G/ADP/N/16/USA, A-588-836  ,731-TA-727,.,731-TA-726,04/04/1995,03/17/1995,.,77.49,77.49,60 / 17053,60/ 14448,60/ 52649,60/ 21829,61/ 14063,61/ 24511,61/ 24286,.,66/ 22145,.,revoked for some end-uses in 63 fr 40099 7/27/98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-728,USA-AD-726,South Korea,KOR,Polyvinyl Alcohol ,03/17/1995,.,05/03/1995,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,., A-580-826 ,731-TA-728,.,731-TA-726,04/04/1995,03/17/1995,.,.,.,60 / 17053,60/ 14448,.,60/ 21829,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-729,USA-AD-726,Taiwan,TWN,Polyvinyl Alcohol ,03/17/1995,10/10/1995,05/03/1995,A,A,10/10/1995,AVD,03/29/1996,05/15/1996,A,A,05/14/1996,AVD,05/03/2001,2001,AVD,19.21,19.21,G/ADP/N/16/USA, A-583-824  ,731-TA-729,.,731-TA-726,04/04/1995,03/17/1995,.,4.03,19.21,60 / 17053,60/ 14448,60/ 52651,60/ 21829,61/ 14064,61/ 24511,61/ 24286,.,66/ 22145,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-730,USA-AD-730,Mexico,MEX,Light-Walled Rectangular Pipe and Tube,04/11/1995,.,05/30/1995,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-201-819,731-TA-730,.,731-TA-730,04/28/1995,04/11/1995,.,.,.,60 / 20963,60/ 18422,.,60/28166,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-731,USA-AD-731,China,CHN,Bicycles,04/12/1995,11/09/1995,05/30/1995,A,A,11/09/1995,AVD,04/30/1996,06/26/1996,A,N,.,.,.,.,.,.,.,., A-570-843  ,731-TA-731,.,731-TA-731,05/01/1995,04/12/1995,.,61.7,.,60 / 21065,60/ 18611,60/ 56567,60/ 28165,61/ 19026,61/ 33137,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
