cyear,ccode,scode,country,year,flag,fragment,democ,autoc,polity,polity2,durable,xrreg,xrcomp,xropen,xconst,parreg,parcomp,exrec,exconst,polcomp,prior,emonth,eday,eyear,eprec,interim,bmonth,bday,byear,bprec,post,change,d4,sf,regtrans
6702005,670,SAU,Saudi Arabia,2005,0,0,0,10,-10,-10,79,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
4332005,433,SEN,Senegal,2005,0,0,8,0,8,8,5,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
4512005,451,SIE,Sierra Leone,2005,0,0,5,0,5,5,3,2,2,4,5,2,3,7,5,7,,,,,,,,,,,,,,,
8302005,830,SIN,Singapore,2005,0,0,2,4,-2,-2,40,2,2,4,3,4,2,7,3,2,,,,,,,,,,,,,,,
3172005,317,SLO,Slovak Republic,2005,0,0,9,0,9,9,12,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
3492005,349,SLV,Slovenia,2005,0,0,10,0,10,10,14,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
9402005,940,SOL,Solomon Islands,2005,0,0,9,1,8,8,1,3,3,4,7,3,4,8,7,8,,,,,,,,,,,,,,,
5202005,520,SOM,Somalia,2005,0,3,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,,,,,,-77,,,,,,-77,,1,-77
2302005,230,SPN,Spain,2005,0,0,10,0,10,10,27,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
7802005,780,SRI,Sri Lanka,2005,0,2,6,1,5,5,57,3,3,4,5,3,3,8,5,6,,,,,,,,,,,,,,,
6252005,625,SUD,Sudan,2005,0,0,0,4,-4,-4,0,1,0,0,2,3,2,4,2,3,-7,8,12,2002,1,-6,7,9,2005,1,-4,3,1,,1
1152005,115,SUR,Suriname,2005,0,0,6,1,5,5,14,2,2,4,5,3,4,7,5,8,,,,,,,,,,,,,,,
5722005,572,SWA,Swaziland,2005,0,0,0,9,-9,-9,32,3,1,2,2,4,1,2,2,1,,,,,,,,,,,,,,,
3802005,380,SWD,Sweden,2005,0,0,10,0,10,10,88,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2252005,225,SWZ,Switzerland,2005,0,0,10,0,10,10,157,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6522005,652,SYR,Syria,2005,0,0,0,7,-7,-7,42,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
7022005,702,TAJ,Tajikistan,2005,0,0,1,4,-3,-3,7,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
7132005,713,TAW,Taiwan,2005,0,0,10,0,10,10,13,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
5102005,510,TAZ,Tanzania,2005,0,0,2,3,-1,-1,10,2,2,4,3,3,2,7,3,3,,,,,,,,,,,,,,,
8002005,800,THI,Thailand,2005,0,0,9,0,9,9,13,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
7012005,701,TKM,Turkmenistan,2005,0,0,0,9,-9,-9,14,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
4612005,461,TOG,Togo,2005,0,0,1,5,-4,-4,12,2,1,4,2,3,3,3,2,6,-2,2,5,2005,1,,2,6,2005,1,-4,-2,1,,0
522005,52,TRI,Trinidad and Tobago,2005,0,0,10,0,10,10,43,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6162005,616,TUN,Tunisia,2005,0,0,1,5,-4,-4,18,2,1,4,2,3,3,3,2,6,,,,,,,,,,,,,,,
6402005,640,TUR,Turkey,2005,0,0,8,1,7,7,22,3,3,4,7,3,3,8,7,6,,,,,,,,,,,,,,,
6962005,696,UAE,UAE,2005,0,0,0,8,-8,-8,34,3,1,2,3,4,1,2,3,1,,,,,,,,,,,,,,,
5002005,500,UGA,Uganda,2005,0,0,1,2,-1,-1,0,2,0,0,3,3,3,5,3,6,-4,7,27,2005,1,,7,28,2005,1,-1,3,1,,1
2002005,200,UKG,United Kingdom,2005,0,0,10,0,10,10,125,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3692005,369,UKR,Ukraine,2005,0,0,6,0,6,6,14,3,3,4,5,2,3,8,5,7,,,,,,,,,,,,,,,
1652005,165,URU,Uruguay,2005,0,0,10,0,10,10,20,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
22005,2,USA,United States,2005,0,0,10,0,10,10,196,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
7042005,704,UZB,Uzbekistan,2005,0,0,0,9,-9,-9,14,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1012005,101,VEN,Venezuela,2005,0,0,6,0,6,6,36,3,3,4,5,2,3,8,5,7,,,,,,,,,,,,,,,
8182005,818,VIE,Vietnam,2005,0,0,0,7,-7,-7,51,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
6792005,679,YEM,Yemen,2005,0,0,1,3,-2,-2,12,1,0,0,2,3,3,4,2,6,,,,,,,,,,,,,,,
3472005,347,YGS,Serbia and Montenegro,2005,0,2,6,0,6,6,5,2,2,4,6,2,3,7,6,7,,,,,,,,,,,,,,,
4902005,490,ZAI,Congo Kinshasa,2005,0,3,-88,-88,-88,4,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,,,,,,-88,,,,,,0,,,3
5512005,551,ZAM,Zambia,2005,0,0,5,0,5,5,4,2,2,4,5,2,3,7,5,7,,,,,,,,,,,,,,,
5522005,552,ZIM,Zimbabwe,2005,0,0,1,5,-4,-4,6,2,1,4,2,3,3,3,2,6,,,,,,,,,,,,,,,
7002006,700,AFG,Afghanistan,2006,0,2,-66,-66,-66,,0,-66,-66,-66,-66,-66,-66,-66,-66,-66,,,,,,-66,,,,,,-66,,,-66
3392006,339,ALB,Albania,2006,0,0,9,0,9,9,9,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
6152006,615,ALG,Algeria,2006,0,0,3,1,2,2,2,2,0,0,5,3,3,5,5,6,,,,,,,,,,,,,,,
5402006,540,ANG,Angola,2006,0,0,2,4,-2,-2,9,2,1,4,3,3,4,3,3,8,,,,,,,,,,,,,,,
1602006,160,ARG,Argentina,2006,0,0,8,0,8,8,23,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
3712006,371,ARM,Armenia,2006,0,0,5,0,5,5,8,2,2,4,5,2,3,7,5,7,,,,,,,,,,,,,,,
9002006,900,AUL,Australia,2006,0,0,10,0,10,10,105,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3052006,305,AUS,Austria,2006,0,0,10,0,10,10,60,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3732006,373,AZE,Azerbaijan,2006,0,2,0,7,-7,-7,11,2,1,4,2,4,2,3,2,2,,,,,,,,,,,,,,,
6922006,692,BAH,Bahrain,2006,0,0,0,7,-7,-7,31,3,1,1,2,3,2,1,2,3,,,,,,,,,,,,,,,
2112006,211,BEL,Belgium,2006,0,0,10,0,10,10,62,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4342006,434,BEN,Benin,2006,0,0,7,0,7,7,15,3,3,4,5,2,4,8,5,9,6,3,18,2006,2,,3,19,2006,2,7,1,1,,0
4392006,439,BFO,Burkina Faso,2006,0,0,2,2,0,0,5,2,0,0,3,3,4,5,3,8,,,,,,,,,,,,,,,
7602006,760,BHU,Bhutan,2006,0,0,0,5,-5,-5,1,3,1,1,2,2,0,1,2,5,,,,,,,,,,,,,,,
3702006,370,BLR,Belarus,2006,0,0,0,7,-7,-7,10,2,1,4,2,4,2,3,2,2,,,,,,,,,,,,,,,
7712006,771,BNG,Bangladesh,2006,0,0,6,0,6,6,15,3,3,4,5,2,3,8,5,7,,,,,,,,,,,,,,,
1452006,145,BOL,Bolivia,2006,0,0,8,0,8,8,24,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
3462006,346,BOS,Bosnia,2006,0,3,-66,-66,-66,,0,-66,-66,-66,-66,-66,-66,-66,-66,-66,,,,,,-66,,,,,,-66,,,-66
5712006,571,BOT,Botswana,2006,0,0,8,0,8,8,40,2,2,4,7,2,4,7,7,9,,,,,,,,,,,,,,,
1402006,140,BRA,Brazil,2006,0,0,8,0,8,8,21,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
5162006,516,BUI,Burundi,2006,0,0,7,1,6,6,1,2,2,4,6,3,4,7,6,8,,,,,,,,,,,,,,,
3552006,355,BUL,Bulgaria,2006,0,0,9,0,9,9,16,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
8112006,811,CAM,Cambodia,2006,0,0,3,1,2,2,8,2,0,0,4,3,4,5,4,8,,,,,,,,,,,,,,,
202006,20,CAN,Canada,2006,0,0,10,0,10,10,118,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4712006,471,CAO,Cameroon,2006,0,0,1,5,-4,-4,14,2,1,4,2,3,3,3,2,6,,,,,,,,,,,,,,,
4022006,402,CAP,Cape Verde,2006,0,0,10,0,10,10,15,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4822006,482,CEN,Central African Republic,2006,0,0,1,2,-1,-1,3,2,0,0,3,3,3,5,3,6,,,,,,,,,,,,,,,
4832006,483,CHA,Chad,2006,0,0,1,3,-2,-2,14,2,0,0,2,3,3,5,2,6,,,,,,,,,,,,,,,
1552006,155,CHL,Chile,2006,0,0,10,0,10,10,17,3,3,4,7,5,5,8,7,10,9,3,10,2006,2,,3,11,2006,2,10,1,1,,0
7102006,710,CHN,China,2006,0,0,0,7,-7,-7,57,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
1002006,100,COL,Colombia,2006,0,3,7,0,7,7,49,3,3,4,6,2,3,8,6,7,,,,,,,,,,,,,,,
5812006,581,COM,Comoros,2006,0,0,9,0,9,9,0,3,3,4,7,2,4,8,7,9,-2,8,14,2000,3,6,5,26,2006,1,9,11,1,,3
4842006,484,CON,Congo Brazzaville,2006,0,0,0,4,-4,-4,9,2,0,0,2,3,2,5,2,3,,,,,,,,,,,,,,,
942006,94,COS,Costa Rica,2006,0,0,10,0,10,10,87,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3442006,344,CRO,Croatia,2006,0,0,9,0,9,9,6,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
402006,40,CUB,Cuba,2006,0,0,0,7,-7,-7,45,2,1,4,3,4,1,3,3,1,-7,7,30,2006,1,,7,31,2006,1,-7,0,1,,0
3522006,352,CYP,Cyprus,2006,0,3,10,0,10,10,32,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3162006,316,CZR,Czech Republic,2006,1,0,8,0,8,8,13,3,3,4,7,2,3,8,7,7,10,6,2,2006,2,,6,3,2006,2,8,-2,1,,0
3902006,390,DEN,Denmark,2006,0,0,10,0,10,10,61,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
5222006,522,DJI,Djibouti,2006,0,0,3,1,2,2,7,2,2,4,3,2,3,7,3,7,,,,,,,,,,,,,,,
422006,42,DOM,Dominican Rep,2006,0,0,8,0,8,8,10,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
1302006,130,ECU,Ecuador,2006,0,0,7,0,7,7,6,3,3,4,6,2,3,8,6,7,6,11,25,2006,2,,11,26,2006,2,7,1,1,,0
6512006,651,EGY,Egypt,2006,0,0,1,4,-3,-3,1,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
4112006,411,EQG,Equatorial Guinea,2006,0,0,0,5,-5,-5,37,2,0,0,2,4,2,5,2,2,,,,,,,,,,,,,,,
5312006,531,ERI,Eritrea,2006,0,0,0,7,-7,-7,13,2,1,4,2,4,2,3,2,2,,,,,,,,,,,,,,,
3662006,366,EST,Estonia,2006,0,0,9,0,9,9,6,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
5292006,529,ETI,Ethiopia,2006,0,0,1,4,-3,-3,1,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
8602006,860,ETM,East Timor,2006,0,0,7,0,7,7,4,2,2,4,7,2,3,7,7,7,6,3,16,2006,1,,3,17,2006,1,7,1,1,,0
3752006,375,FIN,Finland,2006,0,0,10,0,10,10,62,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
9502006,950,FJI,Fiji,2006,0,0,0,3,-3,-3,0,1,0,0,3,3,2,4,3,3,6,12,4,2006,1,,12,5,2006,1,-3,,,,-2
2202006,220,FRN,France,2006,0,0,9,0,9,9,37,3,3,4,6,5,5,8,6,10,,,,,,,,,,,,,,,
4812006,481,GAB,Gabon,2006,0,0,0,4,-4,-4,15,2,0,0,2,3,2,5,2,3,,,,,,,,,,,,,,,
4202006,420,GAM,Gambia,2006,0,0,0,5,-5,-5,9,2,0,0,2,4,2,5,2,2,,,,,,,,,,,,,,,
4522006,452,GHA,Ghana,2006,0,0,8,0,8,8,5,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
2552006,255,GMY,Germany,2006,0,0,10,0,10,10,16,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4042006,404,GNB,Guinea-Bissau,2006,0,0,6,0,6,6,1,2,2,4,6,2,3,7,6,7,,,,,,,,,,,,,,,
3502006,350,GRC,Greece,2006,0,0,10,0,10,10,31,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3722006,372,GRG,Georgia,2006,0,2,7,0,7,7,15,3,3,4,5,2,4,8,5,9,,,,,,,,,,,,,,,
902006,90,GUA,Guatemala,2006,0,0,8,0,8,8,10,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
4382006,438,GUI,Guinea,2006,0,0,1,2,-1,-1,11,2,0,0,3,3,3,5,3,6,,,,,,,,,,,,,,,
1102006,110,GUY,Guyana,2006,0,0,6,0,6,6,14,3,3,4,5,2,3,8,5,7,,,,,,,,,,,,,,,
412006,41,HAI,Haiti,2006,0,0,6,1,5,5,0,2,2,4,6,3,3,7,6,6,-2,3,8,2004,1,-88,5,14,2006,1,5,7,1,,3
912006,91,HON,Honduras,2006,0,0,7,0,7,7,24,3,3,4,5,2,4,8,5,9,,,,,,,,,,,,,,,
3102006,310,HUN,Hungary,2006,0,0,10,0,10,10,16,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
7502006,750,IND,India,2006,0,0,9,0,9,9,56,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
8502006,850,INS,Indonesia,2006,0,0,8,0,8,8,7,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
2052006,205,IRE,Ireland,2006,0,0,10,0,10,10,85,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6302006,630,IRN,Iran,2006,0,0,0,6,-6,-6,2,2,1,4,2,3,2,3,2,3,,,,,,,,,,,,,,,
6452006,645,IRQ,Iraq,2006,0,3,-66,-66,-66,,0,-66,-66,-66,-66,-66,-66,-66,-66,-66,,,,,,-66,,,,,,-66,,,-66
6662006,666,ISR,Israel,2006,0,0,10,0,10,10,58,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3252006,325,ITA,Italy,2006,0,0,10,0,10,10,58,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4372006,437,IVO,Ivory Coast,2006,0,3,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,,,,,,-77,,,,,,-77,,1,-77
512006,51,JAM,Jamaica,2006,0,0,9,0,9,9,47,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
6632006,663,JOR,Jordan,2006,0,0,2,4,-2,-2,17,3,1,2,3,2,4,2,3,9,,,,,,,,,,,,,,,
7402006,740,JPN,Japan,2006,0,0,10,0,10,10,54,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
5012006,501,KEN,Kenya,2006,0,0,8,0,8,8,4,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
6902006,690,KUW,Kuwait,2006,0,0,0,7,-7,-7,42,3,1,2,3,4,2,2,3,2,,,,,,,,,,,,,,,
7032006,703,KYR,Kyrgyzstan,2006,0,0,4,0,4,4,0,2,2,4,5,2,0,7,5,5,-3,3,25,2005,1,3,11,9,2006,1,4,7,1,,3
7052006,705,KZK,Kazakhstan,2006,0,0,0,6,-6,-6,15,2,1,4,2,3,2,3,2,3,,,,,,,,,,,,,,,
8122006,812,LAO,Laos,2006,0,0,0,7,-7,-7,31,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
3672006,367,LAT,Latvia,2006,0,0,8,0,8,8,15,2,2,4,7,2,4,7,7,9,,,,,,,,,,,,,,,
4502006,450,LBR,Liberia,2006,0,0,7,1,6,6,0,2,2,4,6,3,4,7,6,8,0,10,13,2003,1,-88,1,16,2006,1,6,6,1,,3
6602006,660,LEB,Lebanon,2006,0,0,6,0,6,6,1,2,2,4,6,2,3,7,6,7,,,,,,,,,,,,,,,
5702006,570,LES,Lesotho,2006,0,0,8,0,8,8,4,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
6202006,620,LIB,Libya,2006,0,0,0,7,-7,-7,55,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
3682006,368,LIT,Lithuania,2006,0,0,10,0,10,10,15,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2122006,212,LUX,Luxembourg,2006,0,0,10,0,10,10,61,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4352006,435,MAA,Mauritania,2006,0,0,0,3,-3,-3,0,2,0,0,3,3,2,5,3,3,,,,,,-5,6,28,2006,1,-3,3,,,3
3432006,343,MAC,Macedonia,2006,0,0,9,0,9,9,4,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
5802006,580,MAG,Madagascar,2006,0,0,7,0,7,7,8,3,3,4,5,2,4,8,5,9,,,,,,,,,,,,,,,
8202006,820,MAL,Malaysia,2006,0,0,4,1,3,3,35,2,2,4,4,3,3,7,4,6,,,,,,,,,,,,,,,
5902006,590,MAS,Mauritius,2006,0,0,10,0,10,10,38,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
5532006,553,MAW,Malawi,2006,0,0,6,0,6,6,12,2,2,4,6,2,3,7,6,7,,,,,,,,,,,,,,,
702006,70,MEX,Mexico,2006,0,0,8,0,8,8,9,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
3592006,359,MLD,Moldova,2006,0,2,9,0,9,9,15,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
4322006,432,MLI,Mali,2006,0,0,7,0,7,7,14,3,3,4,5,2,4,8,5,9,,,,,,,,,,,,,,,
3482006,348,MNT,Montenegro,2006,0,0,9,0,9,9,0,3,3,4,7,2,4,8,7,9,,,,,,,6,3,2006,1,8,99,1,,99
7122006,712,MON,Mongolia,2006,0,0,10,0,10,10,14,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6002006,600,MOR,Morocco,2006,0,0,0,6,-6,-6,41,3,1,2,3,3,2,2,3,3,,,,,,,,,,,,,,,
7752006,775,MYA,Myanmar (Burma),2006,0,2,0,8,-8,-8,43,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
5412006,541,MZM,Mozambique,2006,0,0,5,0,5,5,12,2,2,4,4,2,4,7,4,9,,,,,,,,,,,,,,,
5652006,565,NAM,Namibia,2006,0,0,6,0,6,6,16,2,2,4,5,2,4,7,5,9,,,,,,,,,,,,,,,
7902006,790,NEP,Nepal,2006,0,0,7,1,6,6,0,2,2,4,6,3,4,7,6,8,-6,4,24,2006,1,-88,5,18,2006,1,6,12,1,,3
9202006,920,NEW,New Zealand,2006,0,0,10,0,10,10,129,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
932006,93,NIC,Nicaragua,2006,0,0,8,0,8,8,16,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
4752006,475,NIG,Nigeria,2006,0,0,4,0,4,4,7,2,2,4,5,2,0,7,5,5,,,,,,,,,,,,,,,
4362006,436,NIR,Niger,2006,0,0,7,1,6,6,7,3,3,4,5,3,4,8,5,8,,,,,,,,,,,,,,,
3852006,385,NOR,Norway,2006,0,0,10,0,10,10,61,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2102006,210,NTH,Netherlands,2006,0,0,10,0,10,10,61,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6982006,698,OMA,Oman,2006,0,0,0,8,-8,-8,49,3,1,1,2,4,2,1,2,2,,,,,,,,,,,,,,,
7702006,770,PAK,Pakistan,2006,0,0,0,5,-5,-5,7,2,0,0,2,4,2,5,2,2,,,,,,,,,,,,,,,
952006,95,PAN,Panama,2006,0,0,9,0,9,9,17,3,3,4,6,5,5,8,6,10,,,,,,,,,,,,,,,
1502006,150,PAR,Paraguay,2006,0,0,8,0,8,8,14,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
1352006,135,PER,Peru,2006,0,0,9,0,9,9,5,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
8402006,840,PHI,Philippines,2006,0,0,8,0,8,8,19,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
9102006,910,PNG,Papua New Guinea,2006,0,0,4,0,4,4,31,2,2,4,5,1,0,7,5,4,,,,,,,,,,,,,,,
2902006,290,POL,Poland,2006,0,0,10,0,10,10,15,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2352006,235,POR,Portugal,2006,0,0,10,0,10,10,30,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
7312006,731,PRK,Korea North,2006,0,0,0,10,-10,-10,58,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
6942006,694,QAT,Qatar,2006,0,0,0,10,-10,-10,35,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7322006,732,ROK,Korea South,2006,0,0,8,0,8,8,18,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
3602006,360,RUM,Romania,2006,0,0,9,0,9,9,10,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
3652006,365,RUS,Russia,2006,0,0,6,0,6,6,6,2,2,4,5,2,4,7,5,9,,,,,,,,,,,,,,,
5172006,517,RWA,Rwanda,2006,0,0,0,3,-3,-3,12,2,0,0,3,3,2,5,3,3,,,,,,,,,,,,,,,
5602006,560,SAF,South Africa,2006,0,0,9,0,9,9,12,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
922006,92,SAL,El Salvador,2006,0,0,7,0,7,7,22,3,3,4,5,2,4,8,5,9,,,,,,,,,,,,,,,
6702006,670,SAU,Saudi Arabia,2006,0,0,0,10,-10,-10,80,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
4332006,433,SEN,Senegal,2006,0,0,8,0,8,8,6,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
3422006,342,SER,Serbia,2006,0,2,9,1,8,8,0,3,3,4,7,3,4,8,7,8,,,,,,,6,3,2006,1,8,99,1,,99
4512006,451,SIE,Sierra Leone,2006,0,0,5,0,5,5,4,2,2,4,5,2,3,7,5,7,,,,,,,,,,,,,,,
8302006,830,SIN,Singapore,2006,0,0,2,4,-2,-2,41,2,2,4,3,4,2,7,3,2,,,,,,,,,,,,,,,
3172006,317,SLO,Slovak Republic,2006,0,0,10,0,10,10,13,3,3,4,7,5,5,8,7,10,9,6,16,2006,2,,6,17,2006,2,10,1,1,,0
3492006,349,SLV,Slovenia,2006,0,0,10,0,10,10,15,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
9402006,940,SOL,Solomon Islands,2006,0,0,9,1,8,8,2,3,3,4,7,3,4,8,7,8,,,,,,,,,,,,,,,
5202006,520,SOM,Somalia,2006,0,3,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,,,,,,-77,,,,,,-77,,1,-77
2302006,230,SPN,Spain,2006,0,0,10,0,10,10,28,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
7802006,780,SRI,Sri Lanka,2006,0,2,7,1,6,6,58,3,3,4,5,3,4,8,5,8,5,10,22,2006,2,,10,23,2006,2,6,1,1,,0
6252006,625,SUD,Sudan,2006,0,0,0,4,-4,-4,1,1,0,0,2,3,2,4,2,3,,,,,,,,,,,,,,,
1152006,115,SUR,Suriname,2006,0,0,6,1,5,5,15,2,2,4,5,3,4,7,5,8,,,,,,,,,,,,,,,
5722006,572,SWA,Swaziland,2006,0,0,0,9,-9,-9,33,3,1,2,2,4,1,2,2,1,,,,,,,,,,,,,,,
3802006,380,SWD,Sweden,2006,0,0,10,0,10,10,89,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2252006,225,SWZ,Switzerland,2006,0,0,10,0,10,10,158,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6522006,652,SYR,Syria,2006,0,0,0,7,-7,-7,43,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
7022006,702,TAJ,Tajikistan,2006,0,0,1,4,-3,-3,8,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
7132006,713,TAW,Taiwan,2006,0,0,10,0,10,10,14,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
5102006,510,TAZ,Tanzania,2006,0,0,2,3,-1,-1,11,2,2,4,3,3,2,7,3,3,,,,,,,,,,,,,,,
8002006,800,THI,Thailand,2006,0,0,0,5,-5,-5,0,2,1,4,3,3,2,3,3,3,9,2,24,2006,2,8,9,19,2006,1,-5,-14,1,,-2
7012006,701,TKM,Turkmenistan,2006,0,0,0,9,-9,-9,15,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
4612006,461,TOG,Togo,2006,0,0,1,5,-4,-4,13,2,1,4,2,3,3,3,2,6,,,,,,,,,,,,,,,
522006,52,TRI,Trinidad and Tobago,2006,0,0,10,0,10,10,44,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6162006,616,TUN,Tunisia,2006,0,0,1,5,-4,-4,19,2,1,4,2,3,3,3,2,6,,,,,,,,,,,,,,,
6402006,640,TUR,Turkey,2006,0,0,8,1,7,7,23,3,3,4,7,3,3,8,7,6,,,,,,,,,,,,,,,
6962006,696,UAE,UAE,2006,0,0,0,8,-8,-8,35,3,1,2,3,4,1,2,3,1,,,,,,,,,,,,,,,
5002006,500,UGA,Uganda,2006,0,0,1,2,-1,-1,1,2,0,0,3,3,3,5,3,6,,,,,,,,,,,,,,,
2002006,200,UKG,United Kingdom,2006,0,0,10,0,10,10,126,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3692006,369,UKR,Ukraine,2006,0,0,7,0,7,7,15,3,3,4,6,2,3,8,6,7,6,12,31,2005,1,,1,1,2006,1,7,1,1,,0
1652006,165,URU,Uruguay,2006,0,0,10,0,10,10,21,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
22006,2,USA,United States,2006,0,0,10,0,10,10,197,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
7042006,704,UZB,Uzbekistan,2006,0,0,0,9,-9,-9,15,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1012006,101,VEN,Venezuela,2006,0,0,5,0,5,5,37,3,3,4,4,2,3,8,4,7,6,12,17,2006,1,5,,,,,,,,,-2
8182006,818,VIE,Vietnam,2006,0,0,0,7,-7,-7,52,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
6792006,679,YEM,Yemen,2006,0,0,1,3,-2,-2,13,1,0,0,2,3,3,4,2,6,,,,,,,,,,,,,,,
